,User,Item,Rating
121,A376HQMW66628Q,B000HX1P72,5
122,A3TZ5LSGBNEQUQ,B000HX1P72,4
123,A3VU9EC95GZ418,B000HX1P72,5
124,A3QVDK15HBBZ3W,B000I5KW32,4
126,A3BBJHJ9K8RSXT,B000M17AVO,4
127,AV64O7H0UQKE0,B000M17AVO,4
128,A1G5FHPI3IBMOU,B000M17AVO,5
130,AEXNFDTRRKDWF,B000M17AVO,5
131,AEZJTA4KDIWY8,B000M17AVO,4
132,A12RIRFPS7GZE8,B000M17AVO,3
133,A1X02AIG3JZ1X3,B000M17AVO,4
134,AZDSTXLM1TLRR,B000M17AVO,5
136,A4O5GYLGGCFG7,B000M17AVO,4
137,A3F8T3BRXRX5P3,B000M17AVO,4
138,AYSZANREWH1RH,B000M17AVO,4
139,A2DQM7H87J5ZAU,B000M17AVO,4
141,A1Q42UHPQ6697Z,B000M17AVO,4
142,A2EJ05Q7TYG67R,B000M17AVO,5
143,A2ZSRQJG6QPG8M,B000M17AVO,4
144,A2U8LTGT055LCY,B000M17AVO,5
145,A3CWHIOI1QU4ZN,B000M17AVO,2
146,A3JBVKDALICNNN,B000M17AVO,4
148,A2V7UZ3M0I2376,B000M17AVO,4
149,A14I1F2H7NOYDC,B000M17AVO,5
150,A6N8YJNAGKS50,B000M17AVO,4
151,A23NSKTMSPPBTR,B000M17AVO,3
152,A2NOBI4U8Q3LF7,B000SQ5LPU,4
154,A1HSO763RXMYOH,B000WCQX2U,5
156,A5FCUHSO1ICNN,B00140R0XK,4
157,A1U5X5HJV5A6P5,B00140R0XK,5
159,A2Q1F0ILD2DB1E,B00140R0XK,3
160,ANMCXEL3A1B39,B00140R0XK,5
162,AIRPZU3D43DNN,B00140R0XK,5
163,AFM9LKET50RZ4,B00140R0XK,5
165,AM8YMBJZXSRVD,B00140R0XK,4
166,A274X2LDAXUCA7,B0016BVY8O,5
167,A1VBQI5NOJRGJ6,B0016BVY8O,5
168,A2K4RT3JXF8WJ6,B0016BVY8O,2
170,A3J8OUUMPJECWG,B001AZFSGK,4
172,A3D30BRSOZEW1R,B001AZFSEC,4
173,A2YKRLLZNJ3Q8P,B001C6GVI6,5
174,A3RBLFELU9TH18,B001C6GVI6,5
176,A2HLMK9TIRUPOZ,B001C6GVI6,5
177,A51GU5MRE94JT,B001C6GVI6,5
178,A1A9LXO3VDEQY0,B001C6GVI6,5
179,A1HYCXKDIRMXKV,B001C6GVI6,5
181,A3VTFF0V0OIHA,B001C6GVI6,5
183,A1FAZ9PFEMVG04,B001C6GVI6,4
184,A1EH5M0DTC2BZJ,B001C6GVI6,5
185,A2Y6XH4KZ4N7MN,B001C6GVI6,5
186,AVZZI2HV64ZPQ,B001C6GVI6,5
187,A12FZX32LABFYZ,B001C6GVI6,5
188,A15N6OWPKYBWLD,B001C6GVI6,5
189,ATXHR25M4UOJJ,B001C6GVI6,5
192,A3NZ5T2LFF568Z,B001CXYMFS,5
194,A2PG7XXTH76B9F,B001CXYMFS,5
195,A1FR25JAT7MDWE,B001CXYMFS,5
197,A3TMKXCYIF49XA,B001CXYMFS,5
198,A1P2YX0LSZCTPL,B001CXYMFS,5
200,ANJ38RBU91LDV,B001CXYMFS,5
201,A3KKT3ORTA6MEC,B001CXYMFS,4
202,AYXSDH2R2AMJD,B001CXYMFS,5
203,A2DS0VV83HWXXU,B001CXYMFS,4
204,A3AJ5HBSWCAUWY,B001CXYMFS,5
205,A1X55XRZR3JS0E,B001CXYMFS,5
206,A9GK1UXBH4TUG,B001CXYMFS,5
207,A1NFFTOPMXWTPL,B001CXYMFS,4
208,ARPEZ3KXLFK8K,B001CXYMFS,3
210,AIRS3798Q6OZ6,B001CXYMFS,5
211,A8P2XZFSXMAKB,B001CXYMFS,5
212,A1QFFZSDRFZBRX,B001CXYMFS,5
214,A2Z50R0BIF2FRH,B001CXYMFS,5
216,A3BTBIV6N9BZFR,B001CXYMFS,4
217,A1MN7C5D8Z1J8F,B001CXYMFS,3
219,A268PYG9RXUYLL,B001CXYMFS,5
220,A2QC6RHD6VJJ34,B001CXYMFS,5
221,ASGUOR0VHPZ4L,B001CXYMFS,5
222,A39X42CXSE8Q1L,B001CXYMFS,3
224,A27R3QXYO6J2A1,B001K7HV3Q,1
225,A2W8P3W8GAMXDB,B001K7HV3Q,4
226,A12JQXT2J8B2AM,B001K7HV3Q,3
228,A137NXN5BADR4S,B001K7HV3Q,1
229,A36ULDD46DYUOZ,B001K7HV3Q,5
230,A53DLUDGHIIH2,B001K7HV3Q,5
232,A1CSDYINERDFGB,B001K7HV3Q,5
233,A1FHM88EC4CL0F,B001K7HV3Q,4
235,A2TTRN6HU5SDZM,B001K7HV3Q,5
236,A39NXVGXGKYSW9,B001K7HV3Q,4
237,A1EPQH2I9AU02F,B001K7HV3Q,4
238,A2BERMRXE7Y293,B001K7HV3Q,4
239,A3FTBQV05140K5,B001K7HV3Q,1
240,A1AISTKJHWCW4I,B001K7HV3Q,5
241,A3VGZ4Z5ROB0KL,B001K7HV3Q,5
243,A8R4CLFEV2WS7,B001K7HV3Q,3
244,A9XC7UJT9ODOR,B001K7HV3Q,2
245,A34GZY8YXLSDWC,B001K7HV3Q,5
248,A18NPNRL7UB7DD,B001K7HV3Q,5
250,A5MP0ZH2I1P44,B001K7HV3Q,2
251,A1WPOY6VFG0CZX,B001K7HV3Q,5
254,A2PPEFFIDXGCQU,B001K7HV3Q,3
255,A31DA2JVLM8ZXH,B001K7HV3Q,4
257,A1CKY01WDLN1DK,B001K7HV3Q,3
258,A230WWEA6BGB7D,B001K7HV3Q,1
259,A24A80HS2T7MS4,B001K7HV3Q,4
260,A2A1PGSEIUNCRI,B001K7HV3Q,5
261,A10DOBNH1XIP9S,B001K7HV3Q,5
262,ABEIP4THRLUAD,B001K7HV3Q,4
264,A2FQYIMQN4Y6YA,B001K7HV3Q,4
269,A13CGIHLMZRYRR,B0029LJIFG,5
270,A24ECQCIUKA2Y3,B0029LJIFG,5
271,A2ABRS1NY9FAE4,B0029LJIFG,5
272,A2QY0WD2JLWUKS,B0029LJIFG,4
273,AOUSC65F686NB,B0029LJIFG,5
274,A3HS5LEYJF4U3F,B0029LJIFG,5
275,A31XEHVXWJNK1R,B0029LJIFG,5
276,A2JFV8QYQW1WLB,B0029LJIFG,5
277,A1V7ILIZ6CPNIQ,B0029LJIFG,5
279,A387RU77HIHF05,B0029LJIFG,5
280,AIZS7SM0PTT2B,B0029LJIFG,5
281,AYO600RHBT82B,B0029LJIFG,5
283,A3KCETSIJNOK56,B0029LJIFG,5
285,AWJGLHMJO0Z22,B0029LJIFG,5
287,A1E82P63I9D97B,B0029LJIFG,5
288,AL6R8X23EGQNG,B0029LJIFG,5
291,ACKE7RAMWLVP7,B0029LJIFG,5
292,A2EJ7NFODZPQNW,B0029LJIFG,5
293,AZBDLHIUU2ZCN,B0029LJIFG,5
294,A2OOR605L7T9EB,B0029LJIFG,5
295,AOJW1NEG3A13Y,B0029LJIFG,1
296,A3BGLYTB7SF5NZ,B0029LJIFG,3
297,A2SKYPCF3RH7E4,B0029LJIFG,5
298,A1CLG34ISK7VM5,B0029LJIFG,4
299,AWN8Q7FYS4G09,B0029LJIFG,5
301,A16ZW1T3768F7D,B0029LJIFG,5
302,A3MUM08KX3MWGD,B0029LJIFG,5
303,A1BGRJJNYRS89C,B0029LJIFG,5
304,A36X82VV95S49L,B0029LJIFG,5
305,A3LSHWYBJ8HV55,B0029LJIFG,5
307,A1PBJI0UM664DN,B0029LJIFG,5
310,A15DQV18MW1DQT,B0029LJIFG,5
311,A2W867M0FLJNHM,B0029LJIFG,5
313,A2DSDUCC6ITCS2,B0029LJIFG,5
314,A1J9NIOVQZ6NDQ,B0029LJIFG,5
315,A18PWAPP65RZF5,B0029LJIFG,5
316,A4CE2GIDBVTTY,B0029LJIFG,5
317,A26X85BCG29X6T,B0029LJIFG,5
318,ALYDMXC5P4MUN,B0029LJIFG,5
319,A1WLYBOGZNC1V8,B0029LJIFG,5
320,A3A70SQMZ35JAW,B0029LJIFG,5
321,A2N3PTK1ZZGHSJ,B0029LJIFG,5
323,A3BXZ5WUC5C22Y,B0029LJIFG,5
324,A3JN3XG1IQAPBR,B0029LJIFG,5
325,AEYZM50QVZECI,B0029LJIFG,5
326,AUX0RDL0DNCRB,B0029LJIFG,5
327,A22RHND4WE8980,B0029LJIFG,4
330,A24DY0NEPKDJHL,B0029LJIFG,1
331,ASDTRRMK3T97F,B0029LJIFG,5
332,A37XQ1R7WFPXXP,B0029LJIFG,5
333,A1AD1N3GN314GE,B0029LJIFG,5
335,A2T5D54THZG3B,B0029LJIFG,4
336,A3R1PY4V3CQT20,B0029LJIFG,5
337,AMWZMGDPPE6Q8,B0029LJIFG,5
338,A1Y9A4V9KBRELP,B0029LJIFG,5
339,AGC75EPFB7CYD,B0029LJIFG,3
340,A1EKIXRELV3GRU,B0029LJIFG,5
341,A2T1UTRR5N7UMT,B0029LJIFG,5
342,A1HYCXKDIRMXKV,B0029LJIFG,5
344,A15KEPPOHK334E,B0029LJIFG,5
345,A58437AUQICZF,B0029LJIFG,5
346,A1K6XKK8I61K3M,B0029LJIFG,5
347,AMI1QE3P20XX3,B0029LJIFG,5
350,AU9WOPJHG6YM1,B0029LJIFG,5
351,A1BCWGEJSCASSX,B0029LJIFG,4
352,A2VIAB728UKYLK,B0029LJIFG,5
353,A36MDL9RQGO7EN,B0029LJIFG,5
354,A2VO7ILBN0HGVM,B0029LJIFG,5
355,APU0E4ZBPFVU9,B0029LJIFG,5
356,A1LI4C46JEAJ87,B0029LJIFG,5
358,A1SRDTY3LVYMOM,B0029LJIFG,5
359,A3PLBAYDL70M9T,B0029LJIFG,5
361,AX7S7GCQ7S3FI,B0029LJIFG,5
362,A1YRL8LO8PHBEV,B0029LJIFG,5
364,A2XVXULVINERQO,B0029LJIFG,5
365,A3VCS3ZHSRJZ4M,B0029LJIFG,4
366,A2WUS3SV2I2VLG,B0029LJIFG,5
367,A23ULLQK2W38CZ,B0029LJIFG,5
368,A2OERI2FWZ8L3V,B0029LJIFG,5
369,A19TQKZ3K6PX96,B0029LJIFG,5
370,A3BW1RPN2L6HIG,B0029LJIFG,5
371,A1SBU3ZYD96XE7,B0029LJIFG,5
372,A1Q62S1E5H3Q2A,B0029LJIFG,5
373,AYFE73SF4HM25,B0029LJIFG,5
375,A3A8W1021BQD2H,B0029LJIFG,5
377,A2KI1SGCZT2OEI,B0029LJIFG,5
378,A3OHGZQ6K91LSE,B0029LJIFG,5
379,A1ZOYJHU2BUMI8,B0029LJIFG,5
382,A2SGUSL869TGWM,B0029LJIFG,5
383,A1Q42UHPQ6697Z,B0029LJIFG,5
385,A3NK28P0BSBJY4,B0029LJIFG,5
387,A29S4R7PQMF1M1,B0029LJIFG,5
388,A27DNSEA1L04L2,B0029LJIFG,3
390,A28WYPGZCLGSGE,B0029LJIFG,5
391,A3EI9OFBQT43TZ,B0029LJIFG,5
392,A1R089P5AS26UE,B0029LJIFG,5
394,ANOBHAJ6QT2CC,B0029LJIFG,5
395,A3AA1IZUS0LNAD,B0029LJIFG,5
396,A3D732EQ36IHO8,B0029LJIFG,1
397,A3HY3B4PK2BSOV,B0029LJIFG,5
398,A27RMGVKSMU3CZ,B0029LJIFG,4
399,A1QXHBJAIHWQ2P,B0029LJIFG,5
401,ATOD7O8OJX1RG,B0029LJIFG,5
403,A3A2IHUIJF4NJP,B0029LJIFG,1
404,A2JBWGFRJ05Z8D,B0029LJIFG,5
405,A1ZLX6RV6V0KXB,B0029LJIFG,5
406,AXM1FCV6918PZ,B0029LJIFG,5
407,A1I9Z7BQW5ZD0S,B0029LJIFG,5
408,A2TFY3UUUCU11R,B0029LJIFG,5
409,A2P4QIW2G6U8YZ,B0029LJIFG,5
411,A39C34NKIELF1S,B0029LJIFG,5
412,A1FGY5ZQ9APFZW,B0029LJIFG,5
413,A3H71LWD4YBGZ1,B0029LJIFG,5
414,A3BHINMBHKWB3M,B0029LJIFG,5
415,A3RUQO10JKY9NT,B0029LJIFG,5
416,A1THRXZXIM26NH,B0029LJIFG,5
417,A1ZHQBJ9GKLQUV,B0029LJIFG,1
421,ALIDGWFTNIUMV,B0029LJIFG,5
422,A1MHB1HRR6VPEH,B0029LJIFG,1
424,A8K91XXAAELFC,B0029LJIFG,5
425,AS65L3A9I2ES6,B0029LJIFG,5
426,A28PTF4QRC99II,B0029LJIFG,5
427,A3K91X9X2ARDOK,B0029LJIFG,5
428,A1EFC98ABT0GJS,B0029LJIFG,5
429,A6PF05TEWKCL1,B0029LJIFG,4
430,A2J51L2Y1SS025,B0029LJIFG,5
433,A2YQ8KPSTN8F9L,B0029LJIFG,5
435,ADHQKNPEHLE17,B0029LJIFG,5
437,A3Q01Z3DDAH554,B0029LJIFG,5
438,A2BUFY3T6J35SW,B0029LJIFG,5
439,A3VU9EC95GZ418,B0029LJIFG,4
440,A13V6DN4QIL4EU,B0029LJIFG,3
441,A3QOA3TZZP669V,B0029LJIFG,5
442,A70HUR9X10R7I,B0029LJIFG,5
443,A1AB7J34R0S71V,B0029LJIFG,3
444,A18NPNRL7UB7DD,B002ASAGTA,5
445,A1ECGE8AVVRZ67,B002BRZ9G0,5
446,A1W8YQMXDS4ARK,B002BRZ9G0,5
447,AAIVJB0UBV4DI,B002BRZ9G0,5
449,A1TUI07W2GO1HV,B002BRZ9G0,5
450,A2ITEFSXGHDI1Q,B002BRZ9G0,1
452,A3191FPO3I7RX7,B002BRZ9G0,5
453,A2C7KT9005KBOI,B002BRZ9G0,5
454,A3LLIYOMG63ODQ,B002BRZ9G0,5
456,A3GFK8UITCY61Q,B002BRZ9G0,4
457,A24CTNAE4ZDH6R,B002BRZ9G0,4
458,A2OUKHGJ85XN4U,B002BRZ9G0,5
459,A3QNS2C814E9H9,B002BRZ9G0,5
460,AJ1XG1BK7JK04,B002BRZ9G0,4
461,A1V2DX0V8KL9E2,B002BRZ9G0,5
462,A19CM93QR15BDZ,B002BRZ9G0,4
463,AZVCNOOQK36DH,B002BRZ9G0,5
464,AR53JNS62X44W,B002BRZ9G0,5
466,A2VI24VXIU2NPY,B002BRZ9G0,5
467,A23UCLV6KCWYM8,B002BRZ9G0,5
468,A2J64Y5R59ME88,B002BRZ9G0,1
469,A1ESCF1CWAOUVK,B002BRZ9G0,5
470,A13O1YCZCYT76I,B002BRZ9G0,5
471,A3CYSC7Y6M0143,B002BRZ9G0,4
472,AKBLFE3250DN1,B002BRZ9G0,5
473,A3GCVZ1CZW36JU,B002BRZ9G0,5
474,A2BGH1RKD81HKB,B002BRZ9G0,5
475,A8R4CLFEV2WS7,B002BRZ9G0,5
476,AMXD8CPSN32GS,B002BRZ9G0,5
477,A3TOB54PMTDTYM,B002BRZ9G0,5
483,A1I35HL3PYIJ3N,B002BRZ9G0,5
485,A1CO2DGEPCEZVZ,B002BRZ9G0,5
486,A37QXGWV22ETCC,B002BRZ9G0,4
487,AYF1G7OUOHHSY,B002BRZ9G0,5
489,A35DYBTP4POA5G,B002BRZ9G0,5
490,A04565241BNKWB0H0ZX1Y,B002BRZ9G0,5
491,A4YTY77O2DVAA,B002BRZ9G0,5
492,A188ZCR1M5BOLQ,B002BRZ9G0,5
493,A1ZZJPMOVHVC84,B002BRZ9G0,4
494,A3AVNYNNCYGR3J,B002BRZ9G0,3
495,AVMRZLZ2P776Y,B002BRZ9G0,5
496,A38QPN8LGVFAN8,B002BRZ9G0,4
498,A3KMHTKIEC9N0A,B002BRZ9G0,5
499,A2Z5PIEK3QM3EW,B002BRZ9G0,5
501,A1D534E32SUF6O,B002BRZ9G0,5
502,A2FJ0VC8FU3MPF,B002BRZ9G0,5
503,A18JPN9WD6V98F,B002BRZ9G0,4
504,ATEYD5ISYACFO,B002BRZ9G0,5
505,A1PG5UY0TU1SKO,B002BRZ9G0,5
507,A1GI3LIVJ8C4FD,B002BS47YE,1
509,A2WPX0EE2DZGYK,B002BS47YE,3
510,A2RTTASV1C159W,B002BS47YE,5
511,A3QD4WOJXX30A8,B002BS47YE,4
512,A2J0M4VK76V4QA,B002BS47YE,5
513,A3B0SZ3FD4LHL5,B002BS47YE,1
514,A2ZJK585QIQBHC,B002BS47YE,4
516,A32JGNK1JNUSST,B002BS47YE,5
517,A1A89LQ8C1AYV1,B002BS47YE,3
518,A26SY07QLE4LQE,B002BS47YE,5
519,AFPD2HBWQTA2C,B002BS47YE,4
520,A1XJYVTUSZHM5J,B002BS47YE,4
521,A135NMO5UONCCE,B002BS47YE,3
522,A1J3BZZ7PVU5SF,B002BS47YE,5
523,A1YQ7AYRHQIWTF,B002BS47YE,5
525,APJ9VRI4ZHW28,B002BS47YE,5
527,A3HILAPGW4A8PB,B002BS47YE,4
528,A3VVOQ5K6C4Y7C,B002BS47YE,5
530,A2WB7LZ595CR50,B002BS47YE,4
531,A32EJ4MO4UQ5GY,B002BS47YE,5
532,A3RQZ1J5F5G104,B002BS47YE,2
533,A1KVOQVYLP45KQ,B002BS47YE,5
534,AAN5097C2YVL0,B002BS47YE,5
537,AFCQ78N0GKHRZ,B002BS47YE,5
539,A3R1Y85ER0LCRC,B002BS47YE,3
540,A2XJBI1V3K3PTA,B002BS47YE,4
541,A2OVSQQCIK55HF,B002BS47YE,3
542,A1LYN3ZK230TGE,B002BS47YE,4
543,A3BTBIV6N9BZFR,B002BS47YE,4
545,A2KCNRFE5NL5B6,B002BS47YE,5
546,A3MA0A49NGOV74,B002BS47YE,3
547,A18JPN9WD6V98F,B002BS47YE,5
548,A2Q1RZH5JAWO2B,B002BS47YE,5
550,AYU1GV7AIQ5YY,B002BS47YE,4
551,AWMPNFA6ZBRCF,B002BS47YE,5
552,A3PGGVAY8PKSAY,B002BS47YE,3
554,AE27TZH8TMJFY,B002BSC54I,4
555,A2644FJMHC69M,B002BSC54I,5
556,AM3I2BZZS9WUY,B002BSC54I,5
557,A3HC4YJ3KTVE8Z,B002BSC54I,1
560,AI0BFS7A8GDXA,B002BSC54I,4
561,AWAGSXM9CNZCC,B002BSC54I,4
562,A2KJXEXBBUDHXA,B002BSC54I,3
563,A3EW2L59UBHQSG,B002BSC54I,5
564,A294AC9LLO05JG,B002BSC54I,5
565,A1EG9VGHIL3P5Q,B002BSC54I,4
566,AIMT3E7BNFZNX,B002BSC54I,3
567,A2OUKHGJ85XN4U,B002BSC54I,3
569,AFPVTHE4XOS3O,B002BSC54I,1
570,A18NQZS6ETRFKX,B002BSC54I,5
573,AU3VX544V9CH,B002BSC54I,5
574,A2NYO86GDLH0M9,B002BSC54I,5
576,A23AU4WB4RXYC8,B002BSC54I,5
577,AH4RX3MFDBW11,B002BSC54I,5
578,AQZH7YTWQPOBE,B002BSC54I,4
580,A3JUMMIGJ7B38X,B002BSC54I,3
581,A1F1Y66CV2UMSC,B002BSC54I,3
582,A2ES7IT00AP3F1,B002BSC54I,4
584,AZFBJPNG5USEL,B002BSC54I,3
585,A37SV9EGEGXCR8,B002BSC54I,5
587,A1DDG2R80UWTPI,B002BSC54I,5
588,A2SR4F8QA1LN5M,B002BSC54I,4
590,A227A5EE6ITYNF,B002BSC54I,5
591,A378B22B4X5W6I,B002BSC54I,4
592,A25VXIO6KY9PJC,B002BSC54I,5
593,A1INAOLVQFHF0T,B002BSC54I,5
594,A36UVCB0F11P5X,B002BSC54I,4
595,A2YEI4YF1WEEK3,B002BSC54I,5
597,A14QFQFF3ZX575,B002BSC54I,1
599,A1CF26Y5TPVK5N,B002BSC54I,5
600,ABLG3BJIYAUMV,B002BSC54I,5
601,AYF1G7OUOHHSY,B002BSC54I,1
602,A1YZBOYBFC8XT0,B002BSC54I,5
603,A1RL028B7L3BC1,B002BSC54I,4
604,A1OM24JT3DAHH5,B002BSC54I,5
605,A2LQNY854DQS01,B002BSC54I,4
607,A660C2X0UDO6Z,B002BSC54I,5
610,A25NSTXNN16KG8,B002BSC54I,1
611,A1X3FE2BNQPU0A,B002BSC54I,3
612,AU5LZSBUZ1AI9,B002BSC54I,5
613,A3NWDVRYFBV72W,B002BSC54I,5
615,AV62333WQDAXR,B002BSC54I,5
616,A9RHCOA781HWO,B002BSC54I,4
618,A2V7C6EIJMPU28,B002BSC54I,5
619,AKHSZLEPUTTY,B002BSC54I,5
620,A1LWJQS2RLES1A,B002BSC54I,5
623,AHUZQA0J2JDI9,B002BSC54I,1
624,A1X48L474B4WAZ,B002BSC54I,5
626,A27OW0P38B28OP,B002BSC54I,5
628,A3JKM9C3M4NG36,B002BSC54I,3
629,A3YZFAOCLPNQS,B002BU0DPE,4
632,A2SX8PN6ATNHEO,B002BU0DPE,1
634,A2NDINYWQRDC1Q,B002BU0DPE,3
635,A27OA5ES0R7FZT,B002BU0DPE,1
636,AJRUNK29QC887,B002BU0DPE,3
637,A2FNI7EAXTKVCO,B002BU0DPE,4
639,A33ZWFVAJNXF5M,B002BU0DPE,5
640,A24UBC5SFSKLSW,B002BU0DPE,4
641,A23WYYRAFC9PW2,B002BU0DPE,4
644,ATI30VL5PHYUM,B002BU0DPE,5
645,A242WGNV6QEOC6,B002BU0DPE,2
646,A9KF63RDGA2Y5,B002BU0DPE,3
647,A43LVWVUYNPBH,B002BU0DPE,5
648,A1LUR7OKRQNUV3,B002BU0DPE,1
649,A26XBYBE01LW8T,B002BU0DPE,3
650,A3FHAI1S0BTW5K,B002BU0DPE,5
651,A1TM102EYLRTTF,B002BU0DPE,3
653,A2I0G8CWDXQBQJ,B002BU0DPE,3
654,A2B8RSOI3X3CSZ,B002BU0DPE,1
655,A3APED0AO9RUCU,B002BU0DPE,5
656,A2K09V9V41Y04E,B002BU0DPE,5
657,AX4OUOYP645H8,B002BU0DPE,5
658,AK0UGCUUSB919,B002BU0DPE,5
659,A2CUZZ2TBBSJ7H,B002BU0DPE,3
661,A3QDJEPMTPYXV3,B002BU0DPE,2
662,A2ZSRQJG6QPG8M,B002BU0DPE,3
664,A1CKY01WDLN1DK,B002BU0DPE,4
665,A2VZRPRIOAYJEV,B002BU0DPE,5
668,A1YUAOVNDMOWF2,B002BU0DPE,5
670,AL3X4LA0ITZVU,B002BU0DPE,4
674,A1WUGODROXSMHV,B002ELCUUG,5
675,A2MM8KSKNPHY88,B002ELCUUG,4
676,AMSOH6T6E3FSJ,B002ELCUUG,5
677,A1XDV4OABSKTES,B002ELCUUG,5
678,A2UAXOV87YI5K9,B002ELCUUG,5
680,A2TC9M0QL11QJ7,B002ELCUUG,5
681,A2MOABCP9123B4,B002ELCUUG,5
682,A1A2G1Z1FWMVWO,B002ELCUUG,5
683,A1G5FHPI3IBMOU,B002ELCUUG,5
685,ADK2W3EYJL12M,B002ELCUUG,5
686,A3ASYTXJ8L0K7G,B002ELCUUG,4
687,A38ZJ2YEQ0AWQJ,B002ELCUUG,5
688,A2RHS27RPFBZAH,B002ELCUUG,5
690,A30NX6TM9Y8BOZ,B002ELCUUG,5
691,A365Q5VYMO7WPH,B002ELCUUG,4
692,A1CMSZGB8VYAY4,B002ELCUUG,5
693,A15ECVRCPSYQ1M,B002ELCUUG,5
696,A26F5B12T242LL,B002ELCUUG,5
697,A21BVAVL2X1WX4,B002ELCUUG,5
698,AAQ0NRWQOD922,B002ELCUUG,5
