User,Item,Rating
A3QVDK15HBBZ3W,B000I5KW32,4
AUHQWQYMF5JID,B000M17AVO,2
A3BBJHJ9K8RSXT,B000M17AVO,4
AV64O7H0UQKE0,B000M17AVO,4
A1G5FHPI3IBMOU,B000M17AVO,5
A34CKNCNNRMH71,B000M17AVO,5
AEXNFDTRRKDWF,B000M17AVO,5
AEZJTA4KDIWY8,B000M17AVO,4
A12RIRFPS7GZE8,B000M17AVO,3
A1X02AIG3JZ1X3,B000M17AVO,4
AZDSTXLM1TLRR,B000M17AVO,5
A16Y38XB7IH852,B000M17AVO,5
A4O5GYLGGCFG7,B000M17AVO,4
A3F8T3BRXRX5P3,B000M17AVO,4
AYSZANREWH1RH,B000M17AVO,4
A2DQM7H87J5ZAU,B000M17AVO,4
A12WJNGBYADQUS,B000M17AVO,2
A1Q42UHPQ6697Z,B000M17AVO,4
A2EJ05Q7TYG67R,B000M17AVO,5
A2ZSRQJG6QPG8M,B000M17AVO,4
A2U8LTGT055LCY,B000M17AVO,5
A3CWHIOI1QU4ZN,B000M17AVO,2
A3JBVKDALICNNN,B000M17AVO,4
AX5O7AJMA503I,B000M17AVO,5
A2V7UZ3M0I2376,B000M17AVO,4
A14I1F2H7NOYDC,B000M17AVO,5
A6N8YJNAGKS50,B000M17AVO,4
A23NSKTMSPPBTR,B000M17AVO,3
A2NOBI4U8Q3LF7,B000SQ5LPU,4
ACSEVXT6SHGTB,B000SQ5LPU,5
A1HSO763RXMYOH,B000WCQX2U,5
A33PGI3II2GDFJ,B00140R0XK,1
A5FCUHSO1ICNN,B00140R0XK,4
A1U5X5HJV5A6P5,B00140R0XK,5
A15VY29RZOV6VS,B00140R0XK,5
A2Q1F0ILD2DB1E,B00140R0XK,3
ANMCXEL3A1B39,B00140R0XK,5
A325TSWX3H1W4K,B00140R0XK,1
AIRPZU3D43DNN,B00140R0XK,5
AFM9LKET50RZ4,B00140R0XK,5
A2BQYX3VAC63X7,B00140R0XK,4
AM8YMBJZXSRVD,B00140R0XK,4
A274X2LDAXUCA7,B0016BVY8O,5
A1VBQI5NOJRGJ6,B0016BVY8O,5
A2K4RT3JXF8WJ6,B0016BVY8O,2
A1K0VY2ZJFIDOB,B0016BVY8O,5
A3J8OUUMPJECWG,B001AZFSGK,4
A1G0VFQ9198IUF,B001AZFSEC,5
A3D30BRSOZEW1R,B001AZFSEC,4
A2YKRLLZNJ3Q8P,B001C6GVI6,5
A3RBLFELU9TH18,B001C6GVI6,5
AJXODTEDE02LW,B001C6GVI6,5
A2HLMK9TIRUPOZ,B001C6GVI6,5
A51GU5MRE94JT,B001C6GVI6,5
A1A9LXO3VDEQY0,B001C6GVI6,5
A1HYCXKDIRMXKV,B001C6GVI6,5
A16B8VOSTW7TVB,B001C6GVI6,5
A3VTFF0V0OIHA,B001C6GVI6,5
A35C0H4GCFMDXA,B001C6GVI6,5
A1FAZ9PFEMVG04,B001C6GVI6,4
A1EH5M0DTC2BZJ,B001C6GVI6,5
A2Y6XH4KZ4N7MN,B001C6GVI6,5
AVZZI2HV64ZPQ,B001C6GVI6,5
A12FZX32LABFYZ,B001C6GVI6,5
A15N6OWPKYBWLD,B001C6GVI6,5
ATXHR25M4UOJJ,B001C6GVI6,5
A2ADLCCFQGQ7MD,B001C6GVI6,5
A2GIY7N5BFLGIV,B001CXYMFS,4
A3NZ5T2LFF568Z,B001CXYMFS,5
A2CWCDETNSQEZV,B001CXYMFS,5
A2PG7XXTH76B9F,B001CXYMFS,5
A1FR25JAT7MDWE,B001CXYMFS,5
AU6ET22C0LUZW,B001CXYMFS,4
A3TMKXCYIF49XA,B001CXYMFS,5
A1P2YX0LSZCTPL,B001CXYMFS,5
A2H25I12T49OH7,B001CXYMFS,5
ANJ38RBU91LDV,B001CXYMFS,5
A3KKT3ORTA6MEC,B001CXYMFS,4
AYXSDH2R2AMJD,B001CXYMFS,5
A2DS0VV83HWXXU,B001CXYMFS,4
A3AJ5HBSWCAUWY,B001CXYMFS,5
A1X55XRZR3JS0E,B001CXYMFS,5
A9GK1UXBH4TUG,B001CXYMFS,5
A1NFFTOPMXWTPL,B001CXYMFS,4
ARPEZ3KXLFK8K,B001CXYMFS,3
A1PIOP87VTLAV9,B001CXYMFS,5
AIRS3798Q6OZ6,B001CXYMFS,5
A8P2XZFSXMAKB,B001CXYMFS,5
A1QFFZSDRFZBRX,B001CXYMFS,5
A2WAP8VW5QYOKH,B001CXYMFS,5
A2Z50R0BIF2FRH,B001CXYMFS,5
A3S9NB8XPK1T74,B001CXYMFS,5
A3BTBIV6N9BZFR,B001CXYMFS,4
A1MN7C5D8Z1J8F,B001CXYMFS,3
A1TG40EJLESTC9,B001CXYMFS,4
A268PYG9RXUYLL,B001CXYMFS,5
A2QC6RHD6VJJ34,B001CXYMFS,5
ASGUOR0VHPZ4L,B001CXYMFS,5
A39X42CXSE8Q1L,B001CXYMFS,3
A1KMSYUCPIE0NS,B001CXYMFS,2
A27R3QXYO6J2A1,B001K7HV3Q,1
A2W8P3W8GAMXDB,B001K7HV3Q,4
A12JQXT2J8B2AM,B001K7HV3Q,3
A2TRHIRILFDHXZ,B001K7HV3Q,5
A137NXN5BADR4S,B001K7HV3Q,1
A36ULDD46DYUOZ,B001K7HV3Q,5
A53DLUDGHIIH2,B001K7HV3Q,5
AHQOZ7XHH9EZC,B001K7HV3Q,4
A1CSDYINERDFGB,B001K7HV3Q,5
A1FHM88EC4CL0F,B001K7HV3Q,4
A369U77JKIKZG2,B001K7HV3Q,5
A2TTRN6HU5SDZM,B001K7HV3Q,5
A39NXVGXGKYSW9,B001K7HV3Q,4
A1EPQH2I9AU02F,B001K7HV3Q,4
A2BERMRXE7Y293,B001K7HV3Q,4
A3FTBQV05140K5,B001K7HV3Q,1
A1AISTKJHWCW4I,B001K7HV3Q,5
A3VGZ4Z5ROB0KL,B001K7HV3Q,5
AXYZ1BOCO7UXE,B001K7HV3Q,5
A8R4CLFEV2WS7,B001K7HV3Q,3
A9XC7UJT9ODOR,B001K7HV3Q,2
A34GZY8YXLSDWC,B001K7HV3Q,5
AHD9HMKWXGIUZ,B001K7HV3Q,4
A14SSDH2HQWR57,B001K7HV3Q,3
A18NPNRL7UB7DD,B001K7HV3Q,5
A2YF4AKA4TU2PV,B001K7HV3Q,2
A5MP0ZH2I1P44,B001K7HV3Q,2
A1WPOY6VFG0CZX,B001K7HV3Q,5
A2ZJXQVDFO7IP7,B001K7HV3Q,2
A2KEBWLZQTKHAX,B001K7HV3Q,1
A2PPEFFIDXGCQU,B001K7HV3Q,3
A31DA2JVLM8ZXH,B001K7HV3Q,4
A1H846C0DZ3GVF,B001K7HV3Q,2
A1CKY01WDLN1DK,B001K7HV3Q,3
A230WWEA6BGB7D,B001K7HV3Q,1
A24A80HS2T7MS4,B001K7HV3Q,4
A2A1PGSEIUNCRI,B001K7HV3Q,5
A10DOBNH1XIP9S,B001K7HV3Q,5
ABEIP4THRLUAD,B001K7HV3Q,4
AUJ6BNV9V8RHE,B001K7HV3Q,5
A2FQYIMQN4Y6YA,B001K7HV3Q,4
A2RTUZEUT87V92,B001K7HV3Q,5
A31MQU01A32G6A,B00242KDH2,4
A15KI6MFYZRXH5,B00242KDH2,3
ADVY89SC87XVV,B0029LJIFG,5
A13CGIHLMZRYRR,B0029LJIFG,5
A24ECQCIUKA2Y3,B0029LJIFG,5
A2ABRS1NY9FAE4,B0029LJIFG,5
A2QY0WD2JLWUKS,B0029LJIFG,4
AOUSC65F686NB,B0029LJIFG,5
A3HS5LEYJF4U3F,B0029LJIFG,5
A31XEHVXWJNK1R,B0029LJIFG,5
A2JFV8QYQW1WLB,B0029LJIFG,5
A1V7ILIZ6CPNIQ,B0029LJIFG,5
AMVJKW7Z9JXNY,B0029LJIFG,1
A387RU77HIHF05,B0029LJIFG,5
AIZS7SM0PTT2B,B0029LJIFG,5
AYO600RHBT82B,B0029LJIFG,5
A3D9MO9V0E67CF,B0029LJIFG,5
A3KCETSIJNOK56,B0029LJIFG,5
A2JM7LQURVIGZC,B0029LJIFG,5
AWJGLHMJO0Z22,B0029LJIFG,5
A318SEPQCL9JYQ,B0029LJIFG,5
A1E82P63I9D97B,B0029LJIFG,5
AL6R8X23EGQNG,B0029LJIFG,5
A25QRSSN65IZGQ,B0029LJIFG,4
A11F5CNC4KJB3Q,B0029LJIFG,5
ACKE7RAMWLVP7,B0029LJIFG,5
A2EJ7NFODZPQNW,B0029LJIFG,5
AZBDLHIUU2ZCN,B0029LJIFG,5
A2OOR605L7T9EB,B0029LJIFG,5
AOJW1NEG3A13Y,B0029LJIFG,1
A3BGLYTB7SF5NZ,B0029LJIFG,3
A2SKYPCF3RH7E4,B0029LJIFG,5
A1CLG34ISK7VM5,B0029LJIFG,4
AWN8Q7FYS4G09,B0029LJIFG,5
A30KNYK8TKVYME,B0029LJIFG,5
A16ZW1T3768F7D,B0029LJIFG,5
A3MUM08KX3MWGD,B0029LJIFG,5
A1BGRJJNYRS89C,B0029LJIFG,5
A36X82VV95S49L,B0029LJIFG,5
A3LSHWYBJ8HV55,B0029LJIFG,5
A369H9QPTMAC1T,B0029LJIFG,5
A1PBJI0UM664DN,B0029LJIFG,5
A39IXBGZWTUE6Q,B0029LJIFG,5
A1UF7VX6WK4IAX,B0029LJIFG,5
A15DQV18MW1DQT,B0029LJIFG,5
A2W867M0FLJNHM,B0029LJIFG,5
A1NR52YKZSFI9D,B0029LJIFG,5
A2DSDUCC6ITCS2,B0029LJIFG,5
A1J9NIOVQZ6NDQ,B0029LJIFG,5
A18PWAPP65RZF5,B0029LJIFG,5
A4CE2GIDBVTTY,B0029LJIFG,5
A26X85BCG29X6T,B0029LJIFG,5
ALYDMXC5P4MUN,B0029LJIFG,5
A1WLYBOGZNC1V8,B0029LJIFG,5
A3A70SQMZ35JAW,B0029LJIFG,5
A2N3PTK1ZZGHSJ,B0029LJIFG,5
A3JV33RWCSJS3V,B0029LJIFG,5
A3BXZ5WUC5C22Y,B0029LJIFG,5
A3JN3XG1IQAPBR,B0029LJIFG,5
AEYZM50QVZECI,B0029LJIFG,5
AUX0RDL0DNCRB,B0029LJIFG,5
A22RHND4WE8980,B0029LJIFG,4
A3SDGRDVZZFUZK,B0029LJIFG,5
AOG5IJS9T4HYR,B0029LJIFG,5
A24DY0NEPKDJHL,B0029LJIFG,1
ASDTRRMK3T97F,B0029LJIFG,5
A37XQ1R7WFPXXP,B0029LJIFG,5
A1AD1N3GN314GE,B0029LJIFG,5
A41TJH99UZPHO,B0029LJIFG,5
A2T5D54THZG3B,B0029LJIFG,4
A3R1PY4V3CQT20,B0029LJIFG,5
AMWZMGDPPE6Q8,B0029LJIFG,5
A1Y9A4V9KBRELP,B0029LJIFG,5
AGC75EPFB7CYD,B0029LJIFG,3
A1EKIXRELV3GRU,B0029LJIFG,5
A2T1UTRR5N7UMT,B0029LJIFG,5
A1HYCXKDIRMXKV,B0029LJIFG,5
A10E37WON4IR1F,B0029LJIFG,5
A15KEPPOHK334E,B0029LJIFG,5
A58437AUQICZF,B0029LJIFG,5
A1K6XKK8I61K3M,B0029LJIFG,5
AMI1QE3P20XX3,B0029LJIFG,5
A2LUVLUDGLL63W,B0029LJIFG,5
A3QPV7H698C4DZ,B0029LJIFG,4
AU9WOPJHG6YM1,B0029LJIFG,5
A1BCWGEJSCASSX,B0029LJIFG,4
A2VIAB728UKYLK,B0029LJIFG,5
A36MDL9RQGO7EN,B0029LJIFG,5
A2VO7ILBN0HGVM,B0029LJIFG,5
APU0E4ZBPFVU9,B0029LJIFG,5
A1LI4C46JEAJ87,B0029LJIFG,5
A1G7O77H6KM7MG,B0029LJIFG,5
A1SRDTY3LVYMOM,B0029LJIFG,5
A3PLBAYDL70M9T,B0029LJIFG,5
AUXV4R9QCLINQ,B0029LJIFG,5
AX7S7GCQ7S3FI,B0029LJIFG,5
A1YRL8LO8PHBEV,B0029LJIFG,5
A37DDBK01DPMRS,B0029LJIFG,5
A2XVXULVINERQO,B0029LJIFG,5
A3VCS3ZHSRJZ4M,B0029LJIFG,4
A2WUS3SV2I2VLG,B0029LJIFG,5
A23ULLQK2W38CZ,B0029LJIFG,5
A2OERI2FWZ8L3V,B0029LJIFG,5
A19TQKZ3K6PX96,B0029LJIFG,5
A3BW1RPN2L6HIG,B0029LJIFG,5
A1SBU3ZYD96XE7,B0029LJIFG,5
A1Q62S1E5H3Q2A,B0029LJIFG,5
AYFE73SF4HM25,B0029LJIFG,5
A220KSL46PLJD,B0029LJIFG,5
A3A8W1021BQD2H,B0029LJIFG,5
A23NAOS45G0W7R,B0029LJIFG,5
A2KI1SGCZT2OEI,B0029LJIFG,5
A3OHGZQ6K91LSE,B0029LJIFG,5
A1ZOYJHU2BUMI8,B0029LJIFG,5
AWXVQAL1WCCD1,B0029LJIFG,5
A185O1MX1RP964,B0029LJIFG,5
A2SGUSL869TGWM,B0029LJIFG,5
A1Q42UHPQ6697Z,B0029LJIFG,5
A1TGBUNEO9FQUT,B0029LJIFG,4
A3NK28P0BSBJY4,B0029LJIFG,5
A2OMDGQEU5NN5H,B0029LJIFG,5
A29S4R7PQMF1M1,B0029LJIFG,5
A27DNSEA1L04L2,B0029LJIFG,3
A11MLEICKU8ZUC,B0029LJIFG,5
A28WYPGZCLGSGE,B0029LJIFG,5
A3EI9OFBQT43TZ,B0029LJIFG,5
A1R089P5AS26UE,B0029LJIFG,5
A1PM7HDUPHKBAE,B0029LJIFG,5
ANOBHAJ6QT2CC,B0029LJIFG,5
A3AA1IZUS0LNAD,B0029LJIFG,5
A3D732EQ36IHO8,B0029LJIFG,1
A3HY3B4PK2BSOV,B0029LJIFG,5
A27RMGVKSMU3CZ,B0029LJIFG,4
A1QXHBJAIHWQ2P,B0029LJIFG,5
APV99W7VS44SR,B0029LJIFG,5
ATOD7O8OJX1RG,B0029LJIFG,5
A3GQ3OALPYBHQ4,B0029LJIFG,5
A3A2IHUIJF4NJP,B0029LJIFG,1
A2JBWGFRJ05Z8D,B0029LJIFG,5
A1ZLX6RV6V0KXB,B0029LJIFG,5
AXM1FCV6918PZ,B0029LJIFG,5
A1I9Z7BQW5ZD0S,B0029LJIFG,5
A2TFY3UUUCU11R,B0029LJIFG,5
A2P4QIW2G6U8YZ,B0029LJIFG,5
AOJF59EUDPR7A,B0029LJIFG,5
A39C34NKIELF1S,B0029LJIFG,5
A1FGY5ZQ9APFZW,B0029LJIFG,5
A3H71LWD4YBGZ1,B0029LJIFG,5
A3BHINMBHKWB3M,B0029LJIFG,5
A3RUQO10JKY9NT,B0029LJIFG,5
A1THRXZXIM26NH,B0029LJIFG,5
A1ZHQBJ9GKLQUV,B0029LJIFG,1
A2RO8KU1XZ3PI8,B0029LJIFG,5
A1FHIVXO4VT538,B0029LJIFG,4
A3EXIM9H3PLDX9,B0029LJIFG,5
ALIDGWFTNIUMV,B0029LJIFG,5
A1MHB1HRR6VPEH,B0029LJIFG,1
A36TSJWQQHO48V,B0029LJIFG,5
A8K91XXAAELFC,B0029LJIFG,5
AS65L3A9I2ES6,B0029LJIFG,5
A28PTF4QRC99II,B0029LJIFG,5
A3K91X9X2ARDOK,B0029LJIFG,5
A1EFC98ABT0GJS,B0029LJIFG,5
A6PF05TEWKCL1,B0029LJIFG,4
A2J51L2Y1SS025,B0029LJIFG,5
A1K6GX42VCKCWD,B0029LJIFG,5
A3UKLX2A9T589C,B0029LJIFG,5
A2YQ8KPSTN8F9L,B0029LJIFG,5
A4JPX0XGT2XUU,B0029LJIFG,5
ADHQKNPEHLE17,B0029LJIFG,5
A2UGK9B2HNMMMV,B0029LJIFG,5
A3Q01Z3DDAH554,B0029LJIFG,5
A2BUFY3T6J35SW,B0029LJIFG,5
A3VU9EC95GZ418,B0029LJIFG,4
A13V6DN4QIL4EU,B0029LJIFG,3
A3QOA3TZZP669V,B0029LJIFG,5
A70HUR9X10R7I,B0029LJIFG,5
A1AB7J34R0S71V,B0029LJIFG,3
A18NPNRL7UB7DD,B002ASAGTA,5
A1ECGE8AVVRZ67,B002BRZ9G0,5
A1W8YQMXDS4ARK,B002BRZ9G0,5
AAIVJB0UBV4DI,B002BRZ9G0,5
A1XWZI706IR3PY,B002BRZ9G0,5
A1TUI07W2GO1HV,B002BRZ9G0,5
A2ITEFSXGHDI1Q,B002BRZ9G0,1
AL0S5HHCKNVCU,B002BRZ9G0,5
A3191FPO3I7RX7,B002BRZ9G0,5
A2C7KT9005KBOI,B002BRZ9G0,5
A3LLIYOMG63ODQ,B002BRZ9G0,5
A2XU2FK26SPUB3,B002BRZ9G0,5
A3GFK8UITCY61Q,B002BRZ9G0,4
A24CTNAE4ZDH6R,B002BRZ9G0,4
A2OUKHGJ85XN4U,B002BRZ9G0,5
A3QNS2C814E9H9,B002BRZ9G0,5
AJ1XG1BK7JK04,B002BRZ9G0,4
A1V2DX0V8KL9E2,B002BRZ9G0,5
A19CM93QR15BDZ,B002BRZ9G0,4
AZVCNOOQK36DH,B002BRZ9G0,5
AR53JNS62X44W,B002BRZ9G0,5
A1BXE1IHCWC6GV,B002BRZ9G0,5
A2VI24VXIU2NPY,B002BRZ9G0,5
A23UCLV6KCWYM8,B002BRZ9G0,5
A2J64Y5R59ME88,B002BRZ9G0,1
A1ESCF1CWAOUVK,B002BRZ9G0,5
A13O1YCZCYT76I,B002BRZ9G0,5
A3CYSC7Y6M0143,B002BRZ9G0,4
AKBLFE3250DN1,B002BRZ9G0,5
A3GCVZ1CZW36JU,B002BRZ9G0,5
A2BGH1RKD81HKB,B002BRZ9G0,5
A8R4CLFEV2WS7,B002BRZ9G0,5
AMXD8CPSN32GS,B002BRZ9G0,5
A3TOB54PMTDTYM,B002BRZ9G0,5
AKC267NY28IAT,B002BRZ9G0,5
A1OHS6XLYP2YED,B002BRZ9G0,5
AL2O1HC87MV1H,B002BRZ9G0,5
A1MX3ZWOZHQKLF,B002BRZ9G0,5
A1F8IN2X68KRRP,B002BRZ9G0,5
A1I35HL3PYIJ3N,B002BRZ9G0,5
AQ39N9E3I29NB,B002BRZ9G0,5
A1CO2DGEPCEZVZ,B002BRZ9G0,5
A37QXGWV22ETCC,B002BRZ9G0,4
AYF1G7OUOHHSY,B002BRZ9G0,5
A1800JFPSFGBQJ,B002BRZ9G0,5
A35DYBTP4POA5G,B002BRZ9G0,5
A04565241BNKWB0H0ZX1Y,B002BRZ9G0,5
A4YTY77O2DVAA,B002BRZ9G0,5
A188ZCR1M5BOLQ,B002BRZ9G0,5
A1ZZJPMOVHVC84,B002BRZ9G0,4
A3AVNYNNCYGR3J,B002BRZ9G0,3
AVMRZLZ2P776Y,B002BRZ9G0,5
A38QPN8LGVFAN8,B002BRZ9G0,4
AFTJGKMPC7A6G,B002BRZ9G0,5
A3KMHTKIEC9N0A,B002BRZ9G0,5
A2Z5PIEK3QM3EW,B002BRZ9G0,5
A2UNKYXPZRWX5,B002BRZ9G0,5
A1D534E32SUF6O,B002BRZ9G0,5
A2FJ0VC8FU3MPF,B002BRZ9G0,5
A18JPN9WD6V98F,B002BRZ9G0,4
ATEYD5ISYACFO,B002BRZ9G0,5
A1PG5UY0TU1SKO,B002BRZ9G0,5
A3F34JJIP2BSLM,B002BRZ9G0,5
A1GI3LIVJ8C4FD,B002BS47YE,1
A1D8HBCA90KV0,B002BS47YE,5
A2WPX0EE2DZGYK,B002BS47YE,3
A2RTTASV1C159W,B002BS47YE,5
A3QD4WOJXX30A8,B002BS47YE,4
A2J0M4VK76V4QA,B002BS47YE,5
A3B0SZ3FD4LHL5,B002BS47YE,1
A2ZJK585QIQBHC,B002BS47YE,4
A39T0L7SX0BQ8R,B002BS47YE,4
A32JGNK1JNUSST,B002BS47YE,5
A1A89LQ8C1AYV1,B002BS47YE,3
A26SY07QLE4LQE,B002BS47YE,5
AFPD2HBWQTA2C,B002BS47YE,4
A1XJYVTUSZHM5J,B002BS47YE,4
A135NMO5UONCCE,B002BS47YE,3
A1J3BZZ7PVU5SF,B002BS47YE,5
A1YQ7AYRHQIWTF,B002BS47YE,5
AXTSIREG6PYVF,B002BS47YE,5
APJ9VRI4ZHW28,B002BS47YE,5
AFY2MWSB3HI1C,B002BS47YE,2
A3HILAPGW4A8PB,B002BS47YE,4
A3VVOQ5K6C4Y7C,B002BS47YE,5
A3IUX3TC0X73TE,B002BS47YE,4
A2WB7LZ595CR50,B002BS47YE,4
A32EJ4MO4UQ5GY,B002BS47YE,5
A3RQZ1J5F5G104,B002BS47YE,2
A1KVOQVYLP45KQ,B002BS47YE,5
AAN5097C2YVL0,B002BS47YE,5
A27WQ0KVF1KXTM,B002BS47YE,1
A3H30CW2SUF5NT,B002BS47YE,2
AFCQ78N0GKHRZ,B002BS47YE,5
A3BV4PHLEC8UOV,B002BS47YE,5
A3R1Y85ER0LCRC,B002BS47YE,3
A2XJBI1V3K3PTA,B002BS47YE,4
A2OVSQQCIK55HF,B002BS47YE,3
A1LYN3ZK230TGE,B002BS47YE,4
A3BTBIV6N9BZFR,B002BS47YE,4
A334T5UDNESVRF,B002BS47YE,5
A2KCNRFE5NL5B6,B002BS47YE,5
A3MA0A49NGOV74,B002BS47YE,3
A18JPN9WD6V98F,B002BS47YE,5
A2Q1RZH5JAWO2B,B002BS47YE,5
A11F9TJ27PU3LB,B002BS47YE,1
AYU1GV7AIQ5YY,B002BS47YE,4
AWMPNFA6ZBRCF,B002BS47YE,5
A3PGGVAY8PKSAY,B002BS47YE,3
A3ITBOXLLVJ4YG,B002BSC54I,5
AE27TZH8TMJFY,B002BSC54I,4
A2644FJMHC69M,B002BSC54I,5
AM3I2BZZS9WUY,B002BSC54I,5
A3HC4YJ3KTVE8Z,B002BSC54I,1
A3JN2R3DWUF4Q,B002BSC54I,2
AQXUZJ7SMZWY2,B002BSC54I,4
AI0BFS7A8GDXA,B002BSC54I,4
